codigo_ibge,municipio,percentual_sem_internet,renda_mediana_per_capita
2108603,Pinheiro - MA,26.24,600.0
2108702,Pio XII - MA,24.38,523.4
2108801,Pirapemas - MA,40.76,392.4
2108900,Poção de Pedras - MA,25.94,554.0
2109007,Porto Franco - MA,18.98,672.67
2109056,Porto Rico do Maranhão - MA,41.37,537.33
2109106,Presidente Dutra - MA,17.61,700.0
2109205,Presidente Juscelino - MA,46.35,386.0
2109239,Presidente Médici - MA,38.69,503.0
2109270,Presidente Sarney - MA,37.73,400.0
2109304,Presidente Vargas - MA,47.27,366.67
2109403,Primeira Cruz - MA,53.88,300.0
2109452,Raposa - MA,16.82,604.0
2109502,Riachão - MA,21.06,600.0
2109551,Ribamar Fiquene - MA,14.16,575.33
2109601,Rosário - MA,27.09,502.0
2109700,Sambaíba - MA,35.38,522.4
2109759,Santa Filomena do Maranhão - MA,28.76,450.0
2109809,Santa Helena - MA,32.11,450.0
2109908,Santa Inês - MA,15.84,666.67
2110005,Santa Luzia - MA,21.0,484.8
2110039,Santa Luzia do Paruá - MA,23.13,600.0
2110104,Santa Quitéria do Maranhão - MA,28.76,327.27
2110203,Santa Rita - MA,36.81,504.0
2110237,Santana do Maranhão - MA,40.09,380.0
2110278,Santo Amaro do Maranhão - MA,44.3,364.0
2110302,Santo Antônio dos Lopes - MA,18.02,600.0
2110401,São Benedito do Rio Preto - MA,44.67,266.67
2110500,São Bento - MA,32.76,400.0
2110609,São Bernardo - MA,24.75,450.0
2110658,São Domingos do Azeitão - MA,22.98,600.0
2110708,São Domingos do Maranhão - MA,21.71,500.0
2110807,São Félix de Balsas - MA,35.43,550.0
2110856,São Francisco do Brejão - MA,17.92,606.0
2110906,São Francisco do Maranhão - MA,34.63,425.5
2111003,São João Batista - MA,46.94,402.4
2111029,São João do Carú - MA,29.37,400.0
2111052,São João do Paraíso - MA,21.98,535.33
2111078,São João do Soter - MA,26.91,400.0
2111102,São João dos Patos - MA,24.27,600.0
2111201,São José de Ribamar - MA,12.49,733.33
2111250,São José dos Basílios - MA,16.13,403.0
2111300,São Luís - MA,11.39,866.67
2111409,São Luís Gonzaga do Maranhão - MA,39.53,450.0
2111508,São Mateus do Maranhão - MA,23.59,516.67
2111532,São Pedro da Água Branca - MA,18.67,535.71
2111573,São Pedro dos Crentes - MA,20.28,550.67
2111607,São Raimundo das Mangabeiras - MA,22.4,602.4
2111631,São Raimundo do Doca Bezerra - MA,26.29,420.0
2111672,São Roberto - MA,24.5,362.4
2111706,São Vicente Ferrer - MA,35.51,433.33
2111722,Satubinha - MA,26.1,482.0
2111748,Senador Alexandre Costa - MA,23.75,456.0
2111763,Senador La Rocque - MA,22.69,606.0
2111789,Serrano do Maranhão - MA,48.05,500.0
2111805,Sítio Novo - MA,22.54,450.0
2111904,Sucupira do Norte - MA,30.93,480.0
2111953,Sucupira do Riachão - MA,33.08,484.8
2112001,Tasso Fragoso - MA,32.74,606.0
2112100,Timbiras - MA,36.29,403.0
2112209,Timon - MA,16.19,633.33
2112233,Trizidela do Vale - MA,20.76,606.0
2112274,Tufilândia - MA,24.76,510.25
2112308,Tuntum - MA,28.12,500.0
2112407,Turiaçu - MA,39.27,391.0
2112456,Turilândia - MA,31.15,350.0
2112506,Tutóia - MA,26.36,400.0
2112605,Urbano Santos - MA,40.68,360.0
2112704,Vargem Grande - MA,39.58,385.09
2112803,Viana - MA,27.21,500.0
2112852,Vila Nova dos Martírios - MA,22.18,562.33
2112902,Vitória do Mearim - MA,22.7,454.0
2113009,Vitorino Freire - MA,16.91,602.0
2114007,Zé Doca - MA,22.9,553.0
2200053,Acauã - PI,20.33,466.67
2200103,Agricolândia - PI,23.22,537.33
2200202,Água Branca - PI,20.35,619.0
2200251,Alagoinha do Piauí - PI,23.11,450.0
2200277,Alegrete do Piauí - PI,21.14,412.5
2200301,Alto Longá - PI,37.98,600.0
2200400,Altos - PI,22.83,606.0
2200459,Alvorada do Gurguéia - PI,18.44,466.67
2200509,Amarante - PI,30.39,540.0
2200608,Angical do Piauí - PI,24.83,694.8
2200707,Anísio de Abreu - PI,26.52,490.0
2200806,Antônio Almeida - PI,39.35,737.5
2200905,Aroazes - PI,27.63,604.0
2200954,Aroeiras do Itaim - PI,26.38,604.0
2201002,Arraial - PI,29.79,514.0
2201051,Assunção do Piauí - PI,26.19,333.33
2201101,Avelino Lopes - PI,30.27,475.0
2201150,Baixa Grande do Ribeiro - PI,22.59,600.0
2201176,Barra D'Alcântara - PI,14.22,537.33
2201200,Barras - PI,29.48,540.33
2201309,Barreiras do Piauí - PI,28.21,470.67
2201408,Barro Duro - PI,28.06,600.0
2201507,Batalha - PI,25.17,500.0
2201556,Bela Vista do Piauí - PI,30.63,448.44
2201572,Belém do Piauí - PI,25.46,606.0
2201606,Beneditinos - PI,38.98,484.8
2201705,Bertolínia - PI,19.49,706.0
2201739,Betânia do Piauí - PI,26.74,404.0
2201770,Boa Hora - PI,28.5,466.67
2201804,Bocaina - PI,32.83,606.0
2201903,Bom Jesus - PI,11.56,706.0
2201919,Bom Princípio do Piauí - PI,41.75,403.0
2201929,Bonfim do Piauí - PI,41.04,453.0
2201945,Boqueirão do Piauí - PI,17.65,503.43
2201960,Brasileira - PI,25.43,604.8
2201988,Brejo do Piauí - PI,37.69,537.33
2202000,Buriti dos Lopes - PI,26.81,484.8
2202026,Buriti dos Montes - PI,11.13,500.0
2202059,Cabeceiras do Piauí - PI,31.7,483.33
2202075,Cajazeiras do Piauí - PI,23.16,500.0
2202083,Cajueiro da Praia - PI,21.57,575.33
2202091,Caldeirão Grande do Piauí - PI,22.67,517.71
2202109,Campinas do Piauí - PI,38.75,533.33
2202117,Campo Alegre do Fidalgo - PI,38.71,503.0
2202133,Campo Grande do Piauí - PI,23.21,520.0
2202174,Campo Largo do Piauí - PI,41.72,400.0
2202208,Campo Maior - PI,18.88,706.0
2202251,Canavieira - PI,29.93,604.0
2202307,Canto do Buriti - PI,23.16,633.33
2202406,Capitão de Campos - PI,26.56,516.67
2202455,Capitão Gervásio Oliveira - PI,33.24,560.57
2202505,Caracol - PI,37.03,404.0
2202539,Caraúbas do Piauí - PI,45.45,404.0
2202554,Caridade do Piauí - PI,21.87,515.4
2202604,Castelo do Piauí - PI,26.73,537.33
2202653,Caxingó - PI,41.38,404.0
2202703,Cocal - PI,32.43,400.0
2202711,Cocal de Telha - PI,27.87,600.0
2202729,Cocal dos Alves - PI,25.73,403.0
2202737,Coivaras - PI,28.68,537.33
2202752,Colônia do Gurguéia - PI,18.27,628.0
2202778,Colônia do Piauí - PI,27.27,600.0
2202802,Conceição do Canindé - PI,34.29,600.0
2202851,Coronel José Dias - PI,43.7,466.67
2202901,Corrente - PI,27.37,620.0
2203008,Cristalândia do Piauí - PI,40.87,426.0
2203107,Cristino Castro - PI,16.4,560.0
2203206,Curimatá - PI,34.46,485.71
2203230,Currais - PI,23.86,537.33
2203255,Curralinhos - PI,20.1,574.0
2203271,Curral Novo do Piauí - PI,25.4,435.5
2203305,Demerval Lobão - PI,24.09,644.8
2203354,Dirceu Arcoverde - PI,44.57,600.0
2203404,Dom Expedito Lopes - PI,25.5,706.0
2203420,Domingos Mourão - PI,23.48,404.0
2203453,Dom Inocêncio - PI,29.07,606.0
2203503,Elesbão Veloso - PI,33.51,612.0
2203602,Eliseu Martins - PI,21.56,606.0
2203701,Esperantina - PI,24.68,606.0
2203750,Fartura do Piauí - PI,51.29,400.0
2203800,Flores do Piauí - PI,23.6,478.0
2203859,Floresta do Piauí - PI,41.88,537.33
2203909,Floriano - PI,18.79,808.0
2204006,Francinópolis - PI,39.88,454.0
2204105,Francisco Ayres - PI,26.54,500.0
2204154,Francisco Macedo - PI,21.86,606.0
2204204,Francisco Santos - PI,21.55,637.33
2204303,Fronteiras - PI,25.35,554.0
2204352,Geminiano - PI,20.28,584.8
2204402,Gilbués - PI,26.44,589.0
2204501,Guadalupe - PI,22.47,762.4
2204550,Guaribas - PI,24.73,375.0
2204600,Hugo Napoleão - PI,26.52,600.0
2204659,Ilha Grande - PI,30.21,533.33
2204709,Inhuma - PI,25.01,606.0
2204808,Ipiranga do Piauí - PI,27.26,504.0
2204907,Isaías Coelho - PI,32.42,440.0
2205003,Itainópolis - PI,28.85,604.0
2205102,Itaueira - PI,24.33,604.0
2205151,Jacobina do Piauí - PI,24.0,633.33
2205201,Jaicós - PI,37.06,520.0
2205250,Jardim do Mulato - PI,21.45,537.33
2205276,Jatobá do Piauí - PI,19.25,606.0
2205300,Jerumenha - PI,30.14,753.0
2205359,João Costa - PI,52.92,485.71
2205409,Joaquim Pires - PI,32.34,442.4
2205458,Joca Marques - PI,39.41,400.0
2205508,José de Freitas - PI,24.54,568.67
2205516,Juazeiro do Piauí - PI,23.27,644.8
2205524,Júlio Borges - PI,36.83,414.0
2205532,Jurema - PI,34.71,400.0
2205540,Lagoinha do Piauí - PI,27.6,480.0
2205557,Lagoa Alegre - PI,29.17,537.33
2205565,Lagoa do Barro do Piauí - PI,21.33,600.0
2205573,Lagoa de São Francisco - PI,15.14,404.0
2205581,Lagoa do Piauí - PI,31.05,604.0
2205599,Lagoa do Sítio - PI,27.81,483.33
2205607,Landri Sales - PI,27.15,564.0
2205706,Luís Correia - PI,25.55,537.33
2205805,Luzilândia - PI,33.68,502.4
2205854,Madeiro - PI,15.23,482.4
2205904,Manoel Emídio - PI,31.35,606.0
2205953,Marcolândia - PI,25.46,533.33
2206001,Marcos Parente - PI,29.1,702.4
2206050,Massapê do Piauí - PI,40.82,450.0
2206100,Matias Olímpio - PI,28.36,453.0
2206209,Miguel Alves - PI,35.1,404.0
2206308,Miguel Leão - PI,21.87,500.0
2206357,Milton Brandão - PI,33.08,404.0
2206407,Monsenhor Gil - PI,24.05,604.0
2206506,Monsenhor Hipólito - PI,21.51,520.0
2206605,Monte Alegre do Piauí - PI,31.07,403.0
2206654,Morro Cabeça no Tempo - PI,42.7,400.0
2206670,Morro do Chapéu do Piauí - PI,37.58,420.67
2206696,Murici dos Portelas - PI,31.4,437.5
2206704,Nazaré do Piauí - PI,31.89,564.8
2206720,Nazária - PI,20.86,516.0
2206753,Nossa Senhora de Nazaré - PI,27.98,606.0
2206803,Nossa Senhora dos Remédios - PI,38.85,433.33
2206902,Novo Oriente do Piauí - PI,24.26,550.0
2206951,Novo Santo Antônio - PI,36.98,537.2
2207009,Oeiras - PI,25.48,670.67
2207108,Olho D'Água do Piauí - PI,31.66,537.33
2207207,Padre Marcos - PI,32.72,550.0
2207306,Paes Landim - PI,50.33,537.33
2207355,Pajeú do Piauí - PI,21.42,706.0
2207405,Palmeira do Piauí - PI,19.05,604.0
2207504,Palmeirais - PI,35.41,504.0
2207553,Paquetá - PI,42.8,580.0
2207603,Parnaguá - PI,36.43,474.86
2207702,Parnaíba - PI,15.09,728.0
2207751,Passagem Franca do Piauí - PI,29.15,680.0
2207777,Patos do Piauí - PI,46.51,420.0
2207793,Pau D'Arco do Piauí - PI,38.87,400.0
2207801,Paulistana - PI,23.78,597.25
2207850,Pavussu - PI,37.89,473.33
2207900,Pedro II - PI,27.6,500.0
2207934,Pedro Laurentino - PI,38.75,475.0
2207959,Nova Santa Rita - PI,39.65,403.0
2208007,Picos - PI,16.03,826.67
2208106,Pimenteiras - PI,19.98,487.5
2208205,Pio IX - PI,15.18,522.4
2208304,Piracuruca - PI,22.0,540.0
2208403,Piripiri - PI,21.21,625.0
2208502,Porto - PI,36.85,404.0
2208551,Porto Alegre do Piauí - PI,28.78,533.33
2208601,Prata do Piauí - PI,26.49,604.0
2208650,Queimada Nova - PI,23.35,604.0
2208700,Redenção do Gurguéia - PI,37.04,542.4
2208809,Regeneração - PI,30.58,512.5
2208858,Riacho Frio - PI,44.97,404.0
2208874,Ribeira do Piauí - PI,31.23,604.0
2208908,Ribeiro Gonçalves - PI,28.28,606.0
2209005,Rio Grande do Piauí - PI,29.09,600.0
2209104,Santa Cruz do Piauí - PI,32.78,605.0
2209153,Santa Cruz dos Milagres - PI,21.17,537.33
2209203,Santa Filomena - PI,29.98,600.0
2209302,Santa Luz - PI,23.89,564.8
2209351,Santana do Piauí - PI,20.34,650.0
2209377,Santa Rosa do Piauí - PI,29.37,554.0
2209401,Santo Antônio de Lisboa - PI,28.23,600.0
2209450,Santo Antônio dos Milagres - PI,37.56,403.0
2209500,Santo Inácio do Piauí - PI,29.69,630.0
2209559,São Braz do Piauí - PI,24.75,600.0
2209609,São Félix do Piauí - PI,16.26,704.0
2209658,São Francisco de Assis do Piauí - PI,35.1,400.0
2209708,São Francisco do Piauí - PI,31.56,524.0
2209757,São Gonçalo do Gurguéia - PI,42.84,461.86
2209807,São Gonçalo do Piauí - PI,24.65,537.33
2209856,São João da Canabrava - PI,20.11,702.4
2209872,São João da Fronteira - PI,30.09,400.0
2209906,São João da Serra - PI,31.55,500.0
2209955,São João da Varjota - PI,33.27,470.67
2209971,São João do Arraial - PI,30.29,400.0
2210003,São João do Piauí - PI,24.82,606.0
2210052,São José do Divino - PI,27.65,553.0
2210102,São José do Peixe - PI,25.3,606.0
2210201,São José do Piauí - PI,23.74,602.4
2210300,São Julião - PI,27.84,620.0
2210359,São Lourenço do Piauí - PI,41.05,606.0
2210375,São Luis do Piauí - PI,31.37,484.8
2210383,São Miguel da Baixa Grande - PI,40.4,600.0
2210391,São Miguel do Fidalgo - PI,34.55,537.33
2210409,São Miguel do Tapuio - PI,23.78,470.67
2210508,São Pedro do Piauí - PI,22.77,478.0
2210607,São Raimundo Nonato - PI,24.91,685.71
2210623,Sebastião Barros - PI,44.14,452.0
2210631,Sebastião Leal - PI,20.79,600.0
2210656,Sigefredo Pacheco - PI,23.48,504.0
2210706,Simões - PI,21.06,484.8
2210805,Simplício Mendes - PI,33.81,606.0
2210904,Socorro do Piauí - PI,48.8,400.0
2210938,Sussuapara - PI,26.79,604.8
2210953,Tamboril do Piauí - PI,43.24,460.57
2210979,Tanque do Piauí - PI,23.54,709.0
2211001,Teresina - PI,9.99,868.0
2211100,União - PI,29.88,537.33
2211209,Uruçuí - PI,15.31,737.33
2211308,Valença do Piauí - PI,21.01,731.0
2211357,Várzea Branca - PI,42.16,404.0
2211407,Várzea Grande - PI,23.12,606.0
2211506,Vera Mendes - PI,43.98,460.0
2211605,Vila Nova do Piauí - PI,26.6,600.0
2211704,Wall Ferraz - PI,26.93,500.0
2300101,Abaiara - CE,26.39,525.0
2300150,Acarape - CE,25.37,500.0
2300200,Acaraú - CE,19.0,500.0
2300309,Acopiara - CE,25.07,600.0
2300408,Aiuaba - CE,23.55,458.4
2300507,Alcântaras - CE,16.08,600.0
2300606,Altaneira - CE,28.98,519.43
2300705,Alto Santo - CE,13.51,666.67
2300754,Amontada - CE,27.18,403.0
2300804,Antonina do Norte - CE,25.89,633.33
2300903,Apuiarés - CE,34.07,432.0
2301000,Aquiraz - CE,15.82,666.67
2301109,Aracati - CE,15.15,606.0
2301208,Aracoiaba - CE,23.78,603.0
2301257,Ararendá - CE,20.65,460.57
2301307,Araripe - CE,35.61,337.5
2301406,Aratuba - CE,24.99,560.33
2301505,Arneiroz - CE,21.96,587.33
2301604,Assaré - CE,25.36,528.0
2301703,Aurora - CE,27.41,525.0
2301802,Baixio - CE,26.54,470.67
2301851,Banabuiú - CE,17.64,570.67
2301901,Barbalha - CE,18.36,606.0
2301950,Barreira - CE,22.6,533.33
2302008,Barro - CE,19.17,566.67
2302057,Barroquinha - CE,34.35,333.33
2302107,Baturité - CE,23.92,600.0
2302206,Beberibe - CE,19.46,578.0
2302305,Bela Cruz - CE,27.34,400.0
2302404,Boa Viagem - CE,23.27,564.8
2302503,Brejo Santo - CE,17.96,641.4
2302602,Camocim - CE,20.8,550.0
2302701,Campos Sales - CE,28.15,503.0
2302800,Canindé - CE,20.58,575.0
2302909,Capistrano - CE,27.91,421.2
2303006,Caridade - CE,25.97,533.33
2303105,Cariré - CE,20.47,438.0
2303204,Caririaçu - CE,26.96,453.0
2303303,Cariús - CE,26.33,533.33
2303402,Carnaubal - CE,22.26,454.5
2303501,Cascavel - CE,21.96,606.0
2303600,Catarina - CE,24.98,466.67
2303659,Catunda - CE,23.14,475.0
2303709,Caucaia - CE,13.23,666.67
2303808,Cedro - CE,27.34,564.8
2303907,Chaval - CE,27.63,462.5
2303931,Choró - CE,26.56,404.0
2303956,Chorozinho - CE,21.41,600.0
2304004,Coreaú - CE,26.73,484.8
2304103,Crateús - CE,16.54,606.0
2304202,Crato - CE,16.06,656.67
2304236,Croatá - CE,21.75,404.0
2304251,Cruz - CE,13.63,600.0
2304269,Deputado Irapuan Pinheiro - CE,28.8,500.0
2304277,Ereré - CE,15.38,603.0
2304285,Eusébio - CE,6.61,1212.0
2304301,Farias Brito - CE,27.28,533.33
2304350,Forquilha - CE,22.36,600.0
2304400,Fortaleza - CE,10.79,900.0
2304459,Fortim - CE,15.32,700.0
2304509,Frecheirinha - CE,23.94,606.0
2304608,General Sampaio - CE,32.12,440.0
2304657,Graça - CE,23.61,416.67
2304707,Granja - CE,33.56,382.4
2304806,Granjeiro - CE,21.03,564.8
2304905,Groaíras - CE,21.43,582.4
2304954,Guaiúba - CE,25.25,480.0
2305001,Guaraciaba do Norte - CE,19.45,486.4
2305100,Guaramiranga - CE,32.36,606.0
2305209,Hidrolândia - CE,20.42,484.8
2305233,Horizonte - CE,10.53,606.0
2305266,Ibaretama - CE,23.25,450.0
2305308,Ibiapina - CE,23.08,466.67
2305332,Ibicuitinga - CE,31.55,504.0
2305357,Icapuí - CE,11.76,625.0
2305407,Icó - CE,25.85,535.33
2305506,Iguatu - CE,17.67,742.4
2305605,Independência - CE,16.96,533.33
2305654,Ipaporanga - CE,22.21,453.0
2305704,Ipaumirim - CE,25.58,566.67
2305803,Ipu - CE,21.7,553.0
2305902,Ipueiras - CE,17.95,428.57
2306009,Iracema - CE,22.22,606.0
2306108,Irauçuba - CE,26.18,404.0
2306207,Itaiçaba - CE,16.67,606.0
2306256,Itaitinga - CE,9.96,800.0
2306306,Itapajé - CE,23.28,500.0
2306405,Itapipoca - CE,23.49,512.4
2306504,Itapiúna - CE,24.57,425.0
2306553,Itarema - CE,20.36,450.0
2306603,Itatira - CE,19.54,407.0
2306702,Jaguaretama - CE,25.94,550.0
2306801,Jaguaribara - CE,19.6,724.8
2306900,Jaguaribe - CE,26.66,620.0
2307007,Jaguaruana - CE,20.69,587.33
2307106,Jardim - CE,18.7,537.33
2307205,Jati - CE,24.69,584.8
2307254,Jijoca de Jericoacoara - CE,11.24,678.0
2307304,Juazeiro do Norte - CE,15.25,666.67
2307403,Jucás - CE,21.23,550.0
2307502,Lavras da Mangabeira - CE,25.04,533.33
2307601,Limoeiro do Norte - CE,14.89,808.0
2307635,Madalena - CE,23.23,482.4
2307650,Maracanaú - CE,12.93,670.67
2307700,Maranguape - CE,15.31,607.14
2307809,Marco - CE,21.86,433.33
2307908,Martinópole - CE,30.0,404.0
2308005,Massapê - CE,26.2,470.0
2308104,Mauriti - CE,23.31,500.0
2308203,Meruoca - CE,15.53,562.4
2308302,Milagres - CE,25.89,560.0
2308351,Milhã - CE,22.66,606.0
2308377,Miraíma - CE,37.33,303.0
2308401,Missão Velha - CE,25.2,453.0
2308500,Mombaça - CE,26.51,580.0
2308609,Monsenhor Tabosa - CE,17.95,600.0
2308708,Morada Nova - CE,20.98,662.4
2308807,Moraújo - CE,22.69,537.33
2308906,Morrinhos - CE,25.66,433.33
2309003,Mucambo - CE,23.89,565.0
2309102,Mulungu - CE,23.79,600.0
2309201,Nova Olinda - CE,23.25,484.8
2309300,Nova Russas - CE,18.84,553.0
2309409,Novo Oriente - CE,27.13,600.0
2309458,Ocara - CE,18.73,500.0
2309508,Orós - CE,21.38,537.33
2309607,Pacajus - CE,17.58,625.0
2309706,Pacatuba - CE,14.36,610.0
2309805,Pacoti - CE,18.08,537.33
2309904,Pacujá - CE,20.02,546.4
2310001,Palhano - CE,25.28,606.0
2310100,Palmácia - CE,35.5,533.33
2310209,Paracuru - CE,16.38,604.0
2310258,Paraipaba - CE,22.13,600.0
2310308,Parambu - CE,19.03,433.33
2310407,Paramoti - CE,30.73,403.0
2310506,Pedra Branca - CE,19.54,520.67
2310605,Penaforte - CE,17.86,537.33
2310704,Pentecoste - CE,28.87,537.33
2310803,Pereiro - CE,36.94,558.86
2310852,Pindoretama - CE,21.53,606.0
2310902,Piquet Carneiro - CE,21.48,484.8
2310951,Pires Ferreira - CE,18.08,455.0
2311009,Poranga - CE,17.35,404.0
2311108,Porteiras - CE,23.63,603.0
2311207,Potengi - CE,24.44,400.0
2311231,Potiretama - CE,18.88,587.33
2311264,Quiterianópolis - CE,20.34,520.0
2311306,Quixadá - CE,21.6,604.0
2311355,Quixelô - CE,27.4,550.0
2311405,Quixeramobim - CE,21.46,606.0
2311504,Quixeré - CE,17.36,666.67
2311603,Redenção - CE,18.83,530.0
2311702,Reriutaba - CE,21.76,500.0
2311801,Russas - CE,15.16,640.0
2311900,Saboeiro - CE,26.62,500.0
2311959,Salitre - CE,25.67,400.0
2312007,Santana do Acaraú - CE,26.01,400.0
2312106,Santana do Cariri - CE,31.79,412.4
2312205,Santa Quitéria - CE,18.66,604.0
2312304,São Benedito - CE,20.48,500.0
2312403,São Gonçalo do Amarante - CE,17.15,606.0
2312502,São João do Jaguaribe - CE,24.67,800.0
2312601,São Luís do Curu - CE,28.5,404.0
2312700,Senador Pompeu - CE,23.27,606.0
2312809,Senador Sá - CE,24.98,404.0
2312908,Sobral - CE,15.99,621.0
2313005,Solonópole - CE,27.12,606.0
2313104,Tabuleiro do Norte - CE,17.54,682.4
2313203,Tamboril - CE,22.58,490.5
2313252,Tarrafas - CE,22.73,606.0
2313302,Tauá - CE,16.75,602.0
2313351,Tejuçuoca - CE,42.94,400.0
2313401,Tianguá - CE,20.25,600.0
2313500,Trairi - CE,22.7,475.0
2313559,Tururu - CE,32.73,404.0
2313609,Ubajara - CE,19.48,584.8
2313708,Umari - CE,14.02,460.0
2313757,Umirim - CE,27.7,404.0
2313807,Uruburetama - CE,23.68,524.0
2313906,Uruoca - CE,32.35,408.5
2313955,Varjota - CE,20.29,501.0
2314003,Várzea Alegre - CE,21.85,600.0
2314102,Viçosa do Ceará - CE,26.7,400.0
2400109,Acari - RN,14.17,800.0
2400208,Assú - RN,15.32,637.33
2400307,Afonso Bezerra - RN,18.06,604.0
2400406,Água Nova - RN,14.73,606.0
2400505,Alexandria - RN,24.73,542.4
2400604,Almino Afonso - RN,23.29,606.0
2400703,Alto do Rodrigues - RN,16.05,678.0
2400802,Angicos - RN,21.37,625.0
2400901,Antônio Martins - RN,20.74,550.0
2401008,Apodi - RN,12.55,653.0
2401107,Areia Branca - RN,11.4,720.67
2401206,Arez - RN,20.31,503.0
2401305,Campo Grande - RN,23.38,564.8
2401404,Baía Formosa - RN,15.76,606.0
2401453,Baraúna - RN,13.37,604.0
2401503,Barcelona - RN,25.54,604.0
2401602,Bento Fernandes - RN,19.41,537.33
2401651,Bodó - RN,21.57,603.0
2401701,Bom Jesus - RN,21.47,604.0
2401800,Brejinho - RN,22.93,550.0
2401859,Caiçara do Norte - RN,23.91,553.0
2401909,Caiçara do Rio do Vento - RN,22.76,606.0
2402006,Caicó - RN,11.89,941.33
2402105,Campo Redondo - RN,33.15,533.33
2402204,Canguaretama - RN,19.6,484.8
2402303,Caraúbas - RN,15.05,637.5
2402402,Carnaúba dos Dantas - RN,13.57,804.0
2402501,Carnaubais - RN,19.2,604.8
2402600,Ceará-Mirim - RN,22.0,537.33
2402709,Cerro Corá - RN,19.34,606.0
2402808,Coronel Ezequiel - RN,32.24,408.0
2402907,Coronel João Pessoa - RN,18.0,606.0
2403004,Cruzeta - RN,16.71,750.0
2403103,Currais Novos - RN,17.41,804.0
2403202,Doutor Severiano - RN,16.26,606.0
2403251,Parnamirim - RN,6.57,1150.0
2403301,Encanto - RN,15.89,604.0
2403400,Equador - RN,24.44,666.67
2403509,Espírito Santo - RN,39.18,546.67
2403608,Extremoz - RN,10.18,625.0
2403707,Felipe Guerra - RN,18.65,630.0
2403756,Fernando Pedroza - RN,26.57,604.0
2403806,Florânia - RN,17.29,612.5
2403905,Francisco Dantas - RN,19.03,666.67
2404002,Frutuoso Gomes - RN,19.36,600.0
2404101,Galinhos - RN,10.38,850.0
2404200,Goianinha - RN,18.81,600.0
2404309,Governador Dix-Sept Rosado - RN,15.56,606.0
2404408,Grossos - RN,15.49,678.0
2404507,Guamaré - RN,14.95,610.0
2404606,Ielmo Marinho - RN,23.81,453.0
2404705,Ipanguaçu - RN,16.4,550.0
2404804,Ipueira - RN,16.73,720.0
2404853,Itajá - RN,14.92,606.0
2404903,Itaú - RN,17.62,520.0
2405009,Jaçanã - RN,21.39,546.0
2405108,Jandaíra - RN,29.02,600.0
2405207,Janduís - RN,16.09,606.0
2405306,Januário Cicco - RN,32.28,504.0
2405405,Japi - RN,24.38,428.0
2405504,Jardim de Angicos - RN,33.17,564.8
2405603,Jardim de Piranhas - RN,14.86,606.0
2405702,Jardim do Seridó - RN,17.08,866.67
2405801,João Câmara - RN,24.37,484.8
2405900,João Dias - RN,19.57,500.0
2406007,José da Penha - RN,13.48,606.0
2406106,Jucurutu - RN,23.13,604.8
2406155,Jundiá - RN,28.39,551.5
2406205,Lagoa d'Anta - RN,21.22,489.14
2406304,Lagoa de Pedras - RN,36.27,400.0
2406403,Lagoa de Velhos - RN,17.15,606.0
2406502,Lagoa Nova - RN,18.55,600.0
2406601,Lagoa Salgada - RN,23.08,537.33
2406700,Lajes - RN,25.33,606.0
2406809,Lajes Pintadas - RN,21.83,600.0
