codigo_ibge,municipio,percentual_sem_internet
3162104,São Gotardo - MG,18.22
3162203,São João Batista do Glória - MG,12.99
3162252,São João da Lagoa - MG,39.54
3162302,São João da Mata - MG,20.52
3162401,São João da Ponte - MG,30.28
3162450,São João das Missões - MG,38.44
3162500,São João del Rei - MG,12.18
3162559,São João do Manhuaçu - MG,21.36
3162575,São João do Manteninha - MG,17.89
3162609,São João do Oriente - MG,17.04
3162658,São João do Pacuí - MG,23.97
3162708,São João do Paraíso - MG,26.35
3162807,São João Evangelista - MG,24.33
3162906,São João Nepomuceno - MG,14.93
3162922,São Joaquim de Bicas - MG,12.9
3162948,São José da Barra - MG,14.92
3162955,São José da Lapa - MG,7.09
3163003,São José da Safira - MG,23.52
3163102,São José da Varginha - MG,24.08
3163201,São José do Alegre - MG,15.2
3163300,São José do Divino - MG,24.23
3163409,São José do Goiabal - MG,19.14
3163508,São José do Jacuri - MG,33.45
3163607,São José do Mantimento - MG,15.77
3163706,São Lourenço - MG,9.82
3163805,São Miguel do Anta - MG,26.35
3163904,São Pedro da União - MG,21.48
3164001,São Pedro dos Ferros - MG,20.77
3164100,São Pedro do Suaçuí - MG,30.76
3164209,São Romão - MG,33.13
3164308,São Roque de Minas - MG,9.76
3164407,São Sebastião da Bela Vista - MG,17.88
3164431,São Sebastião da Vargem Alegre - MG,13.93
3164472,São Sebastião do Anta - MG,14.13
3164506,São Sebastião do Maranhão - MG,39.81
3164605,São Sebastião do Oeste - MG,18.48
3164704,São Sebastião do Paraíso - MG,14.95
3164803,São Sebastião do Rio Preto - MG,23.84
3164902,São Sebastião do Rio Verde - MG,25.88
3165008,São Tiago - MG,22.02
3165107,São Tomás de Aquino - MG,18.65
3165206,São Tomé das Letras - MG,20.39
3165305,São Vicente de Minas - MG,17.27
3165404,Sapucaí-Mirim - MG,13.48
3165503,Sardoá - MG,21.66
3165537,Sarzedo - MG,6.43
3165552,Setubinha - MG,27.47
3165560,Sem-Peixe - MG,36.38
3165578,Senador Amaral - MG,22.37
3165602,Senador Cortes - MG,18.35
3165701,Senador Firmino - MG,25.65
3165800,Senador José Bento - MG,36.99
3165909,Senador Modestino Gonçalves - MG,43.24
3166006,Senhora de Oliveira - MG,31.3
3166105,Senhora do Porto - MG,31.59
3166204,Senhora dos Remédios - MG,29.59
3166303,Sericita - MG,31.65
3166402,Seritinga - MG,24.86
3166501,Serra Azul de Minas - MG,46.92
3166600,Serra da Saudade - MG,14.93
3166709,Serra dos Aimorés - MG,22.17
3166808,Serra do Salitre - MG,13.13
3166907,Serrania - MG,21.22
3166956,Serranópolis de Minas - MG,30.26
3167004,Serranos - MG,19.36
3167103,Serro - MG,34.1
3167202,Sete Lagoas - MG,10.28
3167301,Silveirânia - MG,23.75
3167400,Silvianópolis - MG,24.01
3167509,Simão Pereira - MG,18.83
3167608,Simonésia - MG,13.37
3167707,Sobrália - MG,18.36
3167806,Soledade de Minas - MG,23.48
3167905,Tabuleiro - MG,31.08
3168002,Taiobeiras - MG,22.3
3168051,Taparuba - MG,17.05
3168101,Tapira - MG,11.56
3168200,Tapiraí - MG,41.64
3168309,Taquaraçu de Minas - MG,25.36
3168408,Tarumirim - MG,15.81
3168507,Teixeiras - MG,26.31
3168606,Teófilo Otoni - MG,15.97
3168705,Timóteo - MG,8.14
3168804,Tiradentes - MG,11.13
3168903,Tiros - MG,12.75
3169000,Tocantins - MG,17.75
3169059,Tocos do Moji - MG,21.92
3169109,Toledo - MG,19.32
3169208,Tombos - MG,20.99
3169307,Três Corações - MG,13.77
3169356,Três Marias - MG,16.45
3169406,Três Pontas - MG,11.37
3169505,Tumiritinga - MG,18.05
3169604,Tupaciguara - MG,14.52
3169703,Turmalina - MG,20.51
3169802,Turvolândia - MG,21.79
3169901,Ubá - MG,11.34
3170008,Ubaí - MG,35.23
3170057,Ubaporanga - MG,17.08
3170107,Uberaba - MG,9.52
3170206,Uberlândia - MG,7.56
3170305,Umburatiba - MG,26.63
3170404,Unaí - MG,12.28
3170438,União de Minas - MG,17.84
3170479,Uruana de Minas - MG,30.62
3170503,Urucânia - MG,20.47
3170529,Urucuia - MG,27.5
3170578,Vargem Alegre - MG,16.48
3170602,Vargem Bonita - MG,12.88
3170651,Vargem Grande do Rio Pardo - MG,22.25
3170701,Varginha - MG,9.12
3170750,Varjão de Minas - MG,15.39
3170800,Várzea da Palma - MG,19.48
3170909,Varzelândia - MG,35.71
3171006,Vazante - MG,12.4
3171030,Verdelândia - MG,33.69
3171071,Veredinha - MG,25.64
3171105,Veríssimo - MG,21.09
3171154,Vermelho Novo - MG,12.62
3171204,Vespasiano - MG,9.76
3171303,Viçosa - MG,11.39
3171402,Vieiras - MG,29.83
3171501,Mathias Lobato - MG,23.43
3171600,Virgem da Lapa - MG,26.16
3171709,Virgínia - MG,23.13
3171808,Virginópolis - MG,21.04
3171907,Virgolândia - MG,25.87
3172004,Visconde do Rio Branco - MG,14.93
3172103,Volta Grande - MG,14.06
3172202,Wenceslau Braz - MG,20.76
3200102,Afonso Cláudio - ES,27.58
3200136,Águia Branca - ES,19.18
3200169,Água Doce do Norte - ES,28.25
3200201,Alegre - ES,21.71
3200300,Alfredo Chaves - ES,16.59
3200359,Alto Rio Novo - ES,20.96
3200409,Anchieta - ES,10.48
3200508,Apiacá - ES,25.93
3200607,Aracruz - ES,10.37
3200706,Atílio Vivácqua - ES,17.26
3200805,Baixo Guandu - ES,13.3
3200904,Barra de São Francisco - ES,17.33
3201001,Boa Esperança - ES,21.66
3201100,Bom Jesus do Norte - ES,18.09
3201159,Brejetuba - ES,22.78
3201209,Cachoeiro de Itapemirim - ES,12.93
3201308,Cariacica - ES,12.8
3201407,Castelo - ES,14.66
3201506,Colatina - ES,13.03
3201605,Conceição da Barra - ES,18.56
3201704,Conceição do Castelo - ES,23.62
3201803,Divino de São Lourenço - ES,22.53
3201902,Domingos Martins - ES,20.75
3202009,Dores do Rio Preto - ES,18.95
3202108,Ecoporanga - ES,30.73
3202207,Fundão - ES,16.76
3202256,Governador Lindenberg - ES,23.05
3202306,Guaçuí - ES,16.9
3202405,Guarapari - ES,12.25
3202454,Ibatiba - ES,20.35
3202504,Ibiraçu - ES,10.38
3202553,Ibitirama - ES,23.31
3202603,Iconha - ES,18.08
3202652,Irupi - ES,23.7
3202702,Itaguaçu - ES,19.05
3202801,Itapemirim - ES,17.45
3202900,Itarana - ES,25.37
3203007,Iúna - ES,20.26
3203056,Jaguaré - ES,15.49
3203106,Jerônimo Monteiro - ES,23.92
3203130,João Neiva - ES,16.85
3203163,Laranja da Terra - ES,17.78
3203205,Linhares - ES,12.03
3203304,Mantenópolis - ES,18.03
3203320,Marataízes - ES,13.83
3203346,Marechal Floriano - ES,19.19
3203353,Marilândia - ES,17.47
3203403,Mimoso do Sul - ES,25.55
3203502,Montanha - ES,21.88
3203601,Mucurici - ES,23.97
3203700,Muniz Freire - ES,24.4
3203809,Muqui - ES,22.27
3203908,Nova Venécia - ES,16.47
3204005,Pancas - ES,27.48
3204054,Pedro Canário - ES,20.2
3204104,Pinheiros - ES,18.61
3204203,Piúma - ES,11.24
3204252,Ponto Belo - ES,27.9
3204302,Presidente Kennedy - ES,24.53
3204351,Rio Bananal - ES,14.36
3204401,Rio Novo do Sul - ES,21.77
3204500,Santa Leopoldina - ES,22.58
3204559,Santa Maria de Jetibá - ES,16.6
3204609,Santa Teresa - ES,15.75
3204658,São Domingos do Norte - ES,24.9
3204708,São Gabriel da Palha - ES,9.87
3204807,São José do Calçado - ES,24.07
3204906,São Mateus - ES,12.12
3204955,São Roque do Canaã - ES,20.52
3205002,Serra - ES,9.03
3205010,Sooretama - ES,17.97
3205036,Vargem Alta - ES,17.39
3205069,Venda Nova do Imigrante - ES,15.97
3205101,Viana - ES,12.74
3205150,Vila Pavão - ES,22.83
3205176,Vila Valério - ES,14.4
3205200,Vila Velha - ES,7.82
3205309,Vitória - ES,7.31
3300100,Angra dos Reis - RJ,11.42
3300159,Aperibé - RJ,15.01
3300209,Araruama - RJ,15.17
3300225,Areal - RJ,15.1
3300233,Armação dos Búzios - RJ,7.31
3300258,Arraial do Cabo - RJ,7.54
3300308,Barra do Piraí - RJ,12.43
3300407,Barra Mansa - RJ,11.02
3300456,Belford Roxo - RJ,17.01
3300506,Bom Jardim - RJ,12.15
3300605,Bom Jesus do Itabapoana - RJ,13.88
3300704,Cabo Frio - RJ,8.16
3300803,Cachoeiras de Macacu - RJ,16.8
3300902,Cambuci - RJ,20.57
3300936,Carapebus - RJ,16.58
3300951,Comendador Levy Gasparian - RJ,13.36
3301009,Campos dos Goytacazes - RJ,16.76
3301108,Cantagalo - RJ,18.41
3301157,Cardoso Moreira - RJ,20.79
3301207,Carmo - RJ,14.06
3301306,Casimiro de Abreu - RJ,12.58
3301405,Conceição de Macabu - RJ,14.42
3301504,Cordeiro - RJ,12.41
3301603,Duas Barras - RJ,15.25
3301702,Duque de Caxias - RJ,14.28
3301801,Engenheiro Paulo de Frontin - RJ,10.83
3301850,Guapimirim - RJ,11.89
3301876,Iguaba Grande - RJ,10.0
3301900,Itaboraí - RJ,17.14
3302007,Itaguaí - RJ,15.09
3302056,Italva - RJ,21.64
3302106,Itaocara - RJ,18.06
3302205,Itaperuna - RJ,13.61
3302254,Itatiaia - RJ,11.89
3302270,Japeri - RJ,19.63
3302304,Laje do Muriaé - RJ,26.78
3302403,Macaé - RJ,11.44
3302452,Macuco - RJ,13.51
3302502,Magé - RJ,13.76
3302601,Mangaratiba - RJ,12.16
3302700,Maricá - RJ,7.23
3302809,Mendes - RJ,12.16
3302858,Mesquita - RJ,16.17
3302908,Miguel Pereira - RJ,9.9
3303005,Miracema - RJ,15.68
3303104,Natividade - RJ,14.19
3303203,Nilópolis - RJ,12.24
3303302,Niterói - RJ,8.75
3303401,Nova Friburgo - RJ,10.35
3303500,Nova Iguaçu - RJ,15.43
3303609,Paracambi - RJ,11.92
3303708,Paraíba do Sul - RJ,13.34
3303807,Paraty - RJ,13.25
3303856,Paty do Alferes - RJ,13.89
3303906,Petrópolis - RJ,9.86
3303955,Pinheiral - RJ,11.52
3304003,Piraí - RJ,11.0
3304102,Porciúncula - RJ,15.92
3304110,Porto Real - RJ,8.71
3304128,Quatis - RJ,13.75
3304144,Queimados - RJ,13.64
3304151,Quissamã - RJ,18.13
3304201,Resende - RJ,9.67
3304300,Rio Bonito - RJ,13.63
3304409,Rio Claro - RJ,18.16
3304508,Rio das Flores - RJ,18.14
3304524,Rio das Ostras - RJ,7.59
3304557,Rio de Janeiro - RJ,10.45
3304607,Santa Maria Madalena - RJ,22.17
3304706,Santo Antônio de Pádua - RJ,15.7
3304755,São Francisco de Itabapoana - RJ,22.36
3304805,São Fidélis - RJ,20.57
3304904,São Gonçalo - RJ,14.98
3305000,São João da Barra - RJ,19.99
3305109,São João de Meriti - RJ,14.29
3305133,São José de Ubá - RJ,25.93
3305158,São José do Vale do Rio Preto - RJ,12.22
3305208,São Pedro da Aldeia - RJ,10.87
3305307,São Sebastião do Alto - RJ,31.87
3305406,Sapucaia - RJ,13.16
3305505,Saquarema - RJ,10.69
3305554,Seropédica - RJ,14.1
3305604,Silva Jardim - RJ,19.56
3305703,Sumidouro - RJ,13.47
3305752,Tanguá - RJ,16.54
3305802,Teresópolis - RJ,10.9
3305901,Trajano de Moraes - RJ,23.99
3306008,Três Rios - RJ,11.47
3306107,Valença - RJ,14.19
3306156,Varre-Sai - RJ,17.68
3306206,Vassouras - RJ,16.5
3306305,Volta Redonda - RJ,7.83
3500105,Adamantina - SP,11.73
3500204,Adolfo - SP,18.0
3500303,Aguaí - SP,10.64
3500402,Águas da Prata - SP,14.6
3500501,Águas de Lindóia - SP,6.85
3500550,Águas de Santa Bárbara - SP,7.22
3500600,Águas de São Pedro - SP,5.98
3500709,Agudos - SP,10.05
3500758,Alambari - SP,21.7
3500808,Alfredo Marcondes - SP,19.06
3500907,Altair - SP,10.79
3501004,Altinópolis - SP,14.84
3501103,Alto Alegre - SP,21.28
3501152,Alumínio - SP,11.81
3501202,Álvares Florence - SP,18.98
3501301,Álvares Machado - SP,10.04
3501400,Álvaro de Carvalho - SP,21.4
3501509,Alvinlândia - SP,21.45
3501608,Americana - SP,6.6
3501707,Américo Brasiliense - SP,8.14
3501806,Américo de Campos - SP,16.39
3501905,Amparo - SP,9.52
3502002,Analândia - SP,12.9
3502101,Andradina - SP,10.83
3502200,Angatuba - SP,10.71
3502309,Anhembi - SP,15.99
3502408,Anhumas - SP,14.79
3502507,Aparecida - SP,10.94
3502606,Aparecida d'Oeste - SP,12.93
3502705,Apiaí - SP,24.2
3502754,Araçariguama - SP,10.13
3502804,Araçatuba - SP,8.75
3502903,Araçoiaba da Serra - SP,8.23
3503000,Aramina - SP,15.63
3503109,Arandu - SP,12.61
3503158,Arapeí - SP,29.27
3503208,Araraquara - SP,8.86
3503307,Araras - SP,8.32
3503356,Arco-Íris - SP,34.11
3503406,Arealva - SP,17.87
3503505,Areias - SP,24.37
3503604,Areiópolis - SP,7.79
3503703,Ariranha - SP,15.29
3503802,Artur Nogueira - SP,8.55
3503901,Arujá - SP,8.15
3503950,Aspásia - SP,16.54
3504008,Assis - SP,9.52
3504107,Atibaia - SP,10.28
3504206,Auriflama - SP,11.81
3504305,Avaí - SP,19.59
3504404,Avanhandava - SP,10.72
3504503,Avaré - SP,9.69
3504602,Bady Bassitt - SP,7.1
3504701,Balbinos - SP,12.64
3504800,Bálsamo - SP,11.67
3504909,Bananal - SP,14.44
3505005,Barão de Antonina - SP,29.02
3505104,Barbosa - SP,16.72
3505203,Bariri - SP,12.88
3505302,Barra Bonita - SP,9.16
3505351,Barra do Chapéu - SP,29.48
3505401,Barra do Turvo - SP,28.89
3505500,Barretos - SP,8.97
3505609,Barrinha - SP,11.05
3505708,Barueri - SP,6.5
3505807,Bastos - SP,12.86
3505906,Batatais - SP,8.91
3506003,Bauru - SP,8.48
3506102,Bebedouro - SP,9.49
3506201,Bento de Abreu - SP,10.03
3506300,Bernardino de Campos - SP,16.03
3506359,Bertioga - SP,10.57
3506409,Bilac - SP,10.44
3506508,Birigui - SP,10.33
3506607,Biritiba Mirim - SP,16.05
3506706,Boa Esperança do Sul - SP,13.37
3506805,Bocaina - SP,14.33
3506904,Bofete - SP,13.56
3507001,Boituva - SP,8.51
3507100,Bom Jesus dos Perdões - SP,10.01
3507159,Bom Sucesso de Itararé - SP,16.68
3507209,Borá - SP,22.36
3507308,Boracéia - SP,13.76
3507407,Borborema - SP,13.24
3507456,Borebi - SP,13.46
3507506,Botucatu - SP,8.81
3507605,Bragança Paulista - SP,9.29
3507704,Braúna - SP,18.46
3507753,Brejo Alegre - SP,9.88
3507803,Brodowski - SP,10.05
3507902,Brotas - SP,14.08
3508009,Buri - SP,15.54
3508108,Buritama - SP,12.62
3508207,Buritizal - SP,9.96
3508306,Cabrália Paulista - SP,14.96
3508405,Cabreúva - SP,8.7
3508504,Caçapava - SP,10.47
3508603,Cachoeira Paulista - SP,13.43
3508702,Caconde - SP,16.22
3508801,Cafelândia - SP,15.09
3508900,Caiabu - SP,22.29
3509007,Caieiras - SP,9.03
3509106,Caiuá - SP,18.3
3509205,Cajamar - SP,7.2
3509254,Cajati - SP,13.4
3509304,Cajobi - SP,14.56
3509403,Cajuru - SP,17.42
3509452,Campina do Monte Alegre - SP,11.48
3509502,Campinas - SP,8.07
3509601,Campo Limpo Paulista - SP,7.83
3509700,Campos do Jordão - SP,9.65
3509809,Campos Novos Paulista - SP,11.22
3509908,Cananéia - SP,11.29
3509957,Canas - SP,14.69
3510005,Cândido Mota - SP,11.62
3510104,Cândido Rodrigues - SP,13.96
3510153,Canitar - SP,10.39
3510203,Capão Bonito - SP,18.9
3510302,Capela do Alto - SP,17.3
3510401,Capivari - SP,9.02
3510500,Caraguatatuba - SP,8.35
3510609,Carapicuíba - SP,11.12
3510708,Cardoso - SP,20.27
3510807,Casa Branca - SP,10.22
3510906,Cássia dos Coqueiros - SP,22.12
3511003,Castilho - SP,14.35
3511102,Catanduva - SP,10.44
3511201,Catiguá - SP,13.61
3511300,Cedral - SP,12.7
3511409,Cerqueira César - SP,13.38
3511508,Cerquilho - SP,7.92
3511607,Cesário Lange - SP,16.07
3511706,Charqueada - SP,9.31
3511904,Clementina - SP,8.5
3512001,Colina - SP,8.72
3512100,Colômbia - SP,16.7
3512209,Conchal - SP,11.76
3512308,Conchas - SP,10.8
3512407,Cordeirópolis - SP,9.83
3512506,Coroados - SP,15.23
3512605,Coronel Macedo - SP,31.56
3512704,Corumbataí - SP,16.07
3512803,Cosmópolis - SP,6.78
3512902,Cosmorama - SP,16.24
3513009,Cotia - SP,7.86
3513108,Cravinhos - SP,15.45
3513207,Cristais Paulista - SP,10.78
3513306,Cruzália - SP,16.42
3513405,Cruzeiro - SP,12.16
3513504,Cubatão - SP,10.39
3513603,Cunha - SP,28.54
3513702,Descalvado - SP,11.38
3513801,Diadema - SP,8.74
3513850,Dirce Reis - SP,19.0
3513900,Divinolândia - SP,17.24
3514007,Dobrada - SP,9.65
3514106,Dois Córregos - SP,12.63
3514205,Dolcinópolis - SP,20.77
3514304,Dourado - SP,15.86
3514403,Dracena - SP,13.06
3514502,Duartina - SP,15.09
3514601,Dumont - SP,5.97
3514700,Echaporã - SP,20.27
3514809,Eldorado - SP,25.64
3514908,Elias Fausto - SP,9.32
3514924,Elisiário - SP,12.58
3514957,Embaúba - SP,16.29
3515004,Embu das Artes - SP,12.35
3515103,Embu-Guaçu - SP,11.59
3515129,Emilianópolis - SP,18.79
3515152,Engenheiro Coelho - SP,9.91
3515186,Espírito Santo do Pinhal - SP,12.15
3515194,Espírito Santo do Turvo - SP,15.87
3515202,Estrela d'Oeste - SP,13.49
3515301,Estrela do Norte - SP,13.18
3515350,Euclides da Cunha Paulista - SP,14.59
3515400,Fartura - SP,13.19
3515509,Fernandópolis - SP,11.02
3515608,Fernando Prestes - SP,13.45
3515657,Fernão - SP,15.01
3515707,Ferraz de Vasconcelos - SP,8.53
3515806,Flora Rica - SP,22.46
3515905,Floreal - SP,15.12
3516002,Flórida Paulista - SP,18.16
3516101,Florínea - SP,16.79
3516200,Franca - SP,8.8
3516309,Francisco Morato - SP,11.24
3516408,Franco da Rocha - SP,8.52
3516507,Gabriel Monteiro - SP,13.91
3516606,Gália - SP,21.22
3516705,Garça - SP,10.97
3516804,Gastão Vidigal - SP,19.02
3516853,Gavião Peixoto - SP,17.85
3516903,General Salgado - SP,10.45
3517000,Getulina - SP,15.29
3517109,Glicério - SP,14.18
3517208,Guaiçara - SP,12.03
3517307,Guaimbê - SP,20.48
3517406,Guaíra - SP,11.35
3517505,Guapiaçu - SP,10.59
3517604,Guapiara - SP,26.83
3517703,Guará - SP,18.25
3517802,Guaraçaí - SP,16.42
3517901,Guaraci - SP,10.06
3518008,Guarani d'Oeste - SP,23.27
3518107,Guarantã - SP,8.43
3518206,Guararapes - SP,13.09
3518305,Guararema - SP,13.35
3518404,Guaratinguetá - SP,10.08
3518503,Guareí - SP,19.04
3518602,Guariba - SP,13.07
3518701,Guarujá - SP,10.33
3518800,Guarulhos - SP,8.98
3518859,Guatapará - SP,12.78
3518909,Guzolândia - SP,16.19
3519006,Herculândia - SP,19.24
3519055,Holambra - SP,7.52
3519071,Hortolândia - SP,6.79
3519105,Iacanga - SP,13.26
3519204,Iacri - SP,13.67
3519253,Iaras - SP,12.68
3519303,Ibaté - SP,12.33
3519402,Ibirá - SP,18.85
3519501,Ibirarema - SP,14.96
3519600,Ibitinga - SP,10.9
3519709,Ibiúna - SP,15.29
3519808,Icém - SP,10.35
3519907,Iepê - SP,19.21
3520004,Igaraçu do Tietê - SP,12.19
3520103,Igarapava - SP,11.25
3520202,Igaratá - SP,15.81
3520301,Iguape - SP,18.45
3520400,Ilhabela - SP,4.48
3520426,Ilha Comprida - SP,12.78
3520442,Ilha Solteira - SP,6.62
3520509,Indaiatuba - SP,6.01
3520608,Indiana - SP,10.63
3520707,Indiaporã - SP,16.7
3520806,Inúbia Paulista - SP,9.95
3520905,Ipaussu - SP,13.1
3521002,Iperó - SP,10.01
3521101,Ipeúna - SP,9.45
3521150,Ipiguá - SP,9.69
3521200,Iporanga - SP,19.27
3521309,Ipuã - SP,11.5
3521408,Iracemápolis - SP,5.1
3521507,Irapuã - SP,13.43
3521606,Irapuru - SP,17.29
3521705,Itaberá - SP,16.4
3521804,Itaí - SP,15.56
3521903,Itajobi - SP,15.64
3522000,Itaju - SP,14.38
3522109,Itanhaém - SP,11.07
3522158,Itaoca - SP,26.47
3522208,Itapecerica da Serra - SP,9.57
3522307,Itapetininga - SP,13.21
3522406,Itapeva - SP,14.43
3522505,Itapevi - SP,14.15
3522604,Itapira - SP,10.63
3522653,Itapirapuã Paulista - SP,30.85
3522703,Itápolis - SP,12.72
3522802,Itaporanga - SP,23.58
3522901,Itapuí - SP,9.81
3523008,Itapura - SP,12.97
3523107,Itaquaquecetuba - SP,10.03
3523206,Itararé - SP,17.09
3523305,Itariri - SP,21.92
3523404,Itatiba - SP,6.78
3523503,Itatinga - SP,12.18
3523602,Itirapina - SP,9.15
3523701,Itirapuã - SP,17.84
3523800,Itobi - SP,18.4
3523909,Itu - SP,8.8
3524006,Itupeva - SP,7.31
3524105,Ituverava - SP,12.98
3524204,Jaborandi - SP,13.08
3524303,Jaboticabal - SP,10.59
3524402,Jacareí - SP,9.16
3524501,Jaci - SP,11.97
3524600,Jacupiranga - SP,16.71
3524709,Jaguariúna - SP,7.4
3524808,Jales - SP,10.32
3524907,Jambeiro - SP,21.19
3525003,Jandira - SP,7.45
3525102,Jardinópolis - SP,10.6
3525201,Jarinu - SP,10.08
3525300,Jaú - SP,10.52
3525409,Jeriquara - SP,14.19
3525508,Joanópolis - SP,18.86
3525607,João Ramalho - SP,11.64
3525706,José Bonifácio - SP,11.06
3525805,Júlio Mesquita - SP,18.57
3525854,Jumirim - SP,11.18
3525904,Jundiaí - SP,6.74
3526001,Junqueirópolis - SP,12.82
3526100,Juquiá - SP,21.34
3526209,Juquitiba - SP,19.74
3526308,Lagoinha - SP,30.14
3526407,Laranjal Paulista - SP,14.89
3526506,Lavínia - SP,16.49
3526605,Lavrinhas - SP,18.19
3526704,Leme - SP,12.2
3526803,Lençóis Paulista - SP,9.46
3526902,Limeira - SP,7.17
3527009,Lindóia - SP,12.89
3527108,Lins - SP,11.13
3527207,Lorena - SP,11.61
3527256,Lourdes - SP,11.92
3527306,Louveira - SP,7.27
3527405,Lucélia - SP,10.98
3527504,Lucianópolis - SP,10.44
3527603,Luís Antônio - SP,8.39
3527702,Luiziânia - SP,20.92
3527801,Lupércio - SP,16.85
3527900,Lutécia - SP,15.44
3528007,Macatuba - SP,9.39
3528106,Macaubal - SP,13.43
3528205,Macedônia - SP,14.46
3528304,Magda - SP,17.08
3528403,Mairinque - SP,11.2
3528502,Mairiporã - SP,8.97
3528601,Manduri - SP,13.14
3528700,Marabá Paulista - SP,18.97
3528809,Maracaí - SP,14.45
3528858,Marapoama - SP,10.1
3528908,Mariápolis - SP,17.2
3529005,Marília - SP,9.47
3529104,Marinópolis - SP,11.85
3529203,Martinópolis - SP,17.1
3529302,Matão - SP,9.03
3529401,Mauá - SP,8.95
3529500,Mendonça - SP,12.1
3529609,Meridiano - SP,12.46
3529658,Mesópolis - SP,32.8
3529708,Miguelópolis - SP,20.66
3529807,Mineiros do Tietê - SP,16.58
3529906,Miracatu - SP,20.16
3530003,Mira Estrela - SP,12.15
3530102,Mirandópolis - SP,15.13
3530201,Mirante do Paranapanema - SP,21.21
3530300,Mirassol - SP,9.07
3530409,Mirassolândia - SP,17.97
3530508,Mococa - SP,14.1
3530607,Mogi das Cruzes - SP,10.37
3530706,Mogi Guaçu - SP,8.49
3530805,Mogi Mirim - SP,10.04
3530904,Mombuca - SP,16.64
3531001,Monções - SP,12.27
3531100,Mongaguá - SP,12.22
3531209,Monte Alegre do Sul - SP,17.36
3531308,Monte Alto - SP,11.42
3531407,Monte Aprazível - SP,11.02
3531506,Monte Azul Paulista - SP,10.87
3531605,Monte Castelo - SP,18.98
3531704,Monteiro Lobato - SP,15.82
3531803,Monte Mor - SP,8.8
3531902,Morro Agudo - SP,12.53
3532009,Morungaba - SP,14.37
3532058,Motuca - SP,15.65
3532108,Murutinga do Sul - SP,14.78
3532157,Nantes - SP,8.28
3532207,Narandiba - SP,11.29
3532306,Natividade da Serra - SP,38.94
3532405,Nazaré Paulista - SP,21.7
3532504,Neves Paulista - SP,18.61
3532603,Nhandeara - SP,15.36
3532702,Nipoã - SP,12.49
3532801,Nova Aliança - SP,13.72
3532827,Nova Campina - SP,21.61
3532843,Nova Canaã Paulista - SP,17.68
3532868,Nova Castilho - SP,10.8
3532900,Nova Europa - SP,14.22
3533007,Nova Granada - SP,13.39
3533106,Nova Guataporanga - SP,26.79
3533205,Nova Independência - SP,9.04
3533254,Novais - SP,15.88
3533304,Nova Luzitânia - SP,15.32
3533403,Nova Odessa - SP,6.52
3533502,Novo Horizonte - SP,15.09
3533601,Nuporanga - SP,13.36
3533700,Ocauçu - SP,15.22
3533809,Óleo - SP,16.96
3533908,Olímpia - SP,9.74
3534005,Onda Verde - SP,11.68
3534104,Oriente - SP,15.35
3534203,Orindiúva - SP,7.88
3534302,Orlândia - SP,8.71
3534401,Osasco - SP,7.62
3534500,Oscar Bressane - SP,16.46
3534609,Osvaldo Cruz - SP,14.12
3534708,Ourinhos - SP,11.87
3534757,Ouroeste - SP,15.11
3534807,Ouro Verde - SP,14.82
3534906,Pacaembu - SP,16.01
3535002,Palestina - SP,12.76
3535101,Palmares Paulista - SP,14.81
3535200,Palmeira d'Oeste - SP,15.61
3535309,Palmital - SP,12.1
3535408,Panorama - SP,13.35
3535507,Paraguaçu Paulista - SP,11.95
3535606,Paraibuna - SP,19.57
3535705,Paraíso - SP,12.79
3535804,Paranapanema - SP,14.24
3535903,Paranapuã - SP,16.63
3536000,Parapuã - SP,19.92
3536109,Pardinho - SP,9.38
3536208,Pariquera-Açu - SP,16.15
3536257,Parisi - SP,16.79
3536307,Patrocínio Paulista - SP,15.17
3536406,Paulicéia - SP,9.69
3536505,Paulínia - SP,5.3
3536570,Paulistânia - SP,21.15
3536604,Paulo de Faria - SP,18.15
3536703,Pederneiras - SP,10.01
3536802,Pedra Bela - SP,14.3
3536901,Pedranópolis - SP,20.34
3537008,Pedregulho - SP,14.17
3537107,Pedreira - SP,11.69
3537156,Pedrinhas Paulista - SP,11.92
3537206,Pedro de Toledo - SP,23.29
3537305,Penápolis - SP,10.92
3537404,Pereira Barreto - SP,12.34
3537503,Pereiras - SP,14.8
3537602,Peruíbe - SP,12.2
3537701,Piacatu - SP,12.64
3537800,Piedade - SP,17.96
3537909,Pilar do Sul - SP,10.82
3538006,Pindamonhangaba - SP,9.74
3538105,Pindorama - SP,13.3
3538204,Pinhalzinho - SP,18.52
3538303,Piquerobi - SP,20.87
3538501,Piquete - SP,14.82
3538600,Piracaia - SP,19.86
3538709,Piracicaba - SP,8.3
3538808,Piraju - SP,14.82
3538907,Pirajuí - SP,13.3
3539004,Pirangi - SP,14.48
3539103,Pirapora do Bom Jesus - SP,10.89
3539202,Pirapozinho - SP,12.32
3539301,Pirassununga - SP,8.48
3539400,Piratininga - SP,9.57
3539509,Pitangueiras - SP,9.93
3539608,Planalto - SP,17.74
3539707,Platina - SP,17.46
3539806,Poá - SP,9.58
3539905,Poloni - SP,20.2
3540002,Pompéia - SP,8.37
3540101,Pongaí - SP,19.09
3540200,Pontal - SP,13.77
3540259,Pontalinda - SP,14.65
3540309,Pontes Gestal - SP,25.18
3540408,Populina - SP,19.14
3540507,Porangaba - SP,22.15
3540606,Porto Feliz - SP,9.2
